College name,Location,Established,Affliation,Coursed offred,Coursed duretion,Admition criteria,Entrance Exam,Hostel avilibiliry,Hostelfee,Course fee,Placement,Facilities,Contact information,Website
"Government Women Polytechnic College, Bikaner","Bikaner, Rajasthan, India",2005,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2255013, Email: gwp_bikaner@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Bikaner","Bikaner, Rajasthan, India",2005,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2255013, Email: gwp_bikaner@rajasthan.gov.in",http://gwpajmer.ac.in
"Government Women Polytechnic College, Bikaner","Bikaner, Rajasthan, India",2005,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-151-2255013, Email: gwp_bikaner@rajasthan.gov.in",http://gwpbikaner.ac.in
"Government Women Polytechnic College, Bharatpur","Bharatpur, Rajasthan, India",2011,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-5644-226262, Email: gwp_bharatpur@rajasthan.gov.in",http://gwpbharatpur.ac.in
"Government Women Polytechnic College, Bharatpur","Bharatpur, Rajasthan, India",2011,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-5644-226262, Email: gwp_bharatpur@rajasthan.gov.in",http://gwpbharatpur.ac.in
"Government Women Polytechnic College, Bharatpur","Bharatpur, Rajasthan, India",2011,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-5644-226262, Email: gwp_bharatpur@rajasthan.gov.in",http://gwpbharatpur.ac.in
"Government Women Polytechnic College, Bharatpur","Bharatpur, Rajasthan, India",2011,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-5644-226262, Email: gwp_bharatpur@rajasthan.gov.in",http://gwpbharatpur.ac.in
"Government Women Polytechnic College, Bharatpur","Bharatpur, Rajasthan, India",2011,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-5644-226262, Email: gwp_bharatpur@rajasthan.gov.in",http://gwpbharatpur.ac.in
"Government Women Polytechnic College, Jaipur","Jaipur, Rajasthan, India",1996,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2704148, Email: gwp_jaipur@rajasthan.gov.in",http://gwpjaipur.ac.in
"Government Women Polytechnic College, Jaipur","Jaipur, Rajasthan, India",1996,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2704148, Email: gwp_jaipur@rajasthan.gov.in",http://gwpjaipur.ac.in
"Government Women Polytechnic College, Jaipur","Jaipur, Rajasthan, India",1996,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2704148, Email: gwp_jaipur@rajasthan.gov.in",http://gwpjaipur.ac.in
"Government Women Polytechnic College, Jaipur","Jaipur, Rajasthan, India",1996,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2704148, Email: gwp_jaipur@rajasthan.gov.in",http://gwpjaipur.ac.in
"Government Women Polytechnic College, Jaipur","Jaipur, Rajasthan, India",1996,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2704148, Email: gwp_jaipur@rajasthan.gov.in",http://gwpjaipur.ac.in
"Government Residential Women Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2654100, Email: grwpc_jodhpur@rajasthan.gov.in",http://grwpcjodhpur.ac.in
"Government Residential Women Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2654100, Email: grwpc_jodhpur@rajasthan.gov.in",http://grwpcjodhpur.ac.in
"Government Residential Women Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2654100, Email: grwpc_jodhpur@rajasthan.gov.in",http://grwpcjodhpur.ac.in
"Government Residential Women Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2654100, Email: grwpc_jodhpur@rajasthan.gov.in",http://grwpcjodhpur.ac.in
"Government Residential Women Polytechnic College, Jodhpur","Jodhpur, Rajasthan, India",2008,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2654100, Email: grwpc_jodhpur@rajasthan.gov.in",http://grwpcjodhpur.ac.in
"Government Women Polytechnic College, Kota","Kota, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2457000, Email: gwp_kota@rajasthan.gov.in",http://gwpkota.ac.in
"Government Women Polytechnic College, Kota","Kota, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2457000, Email: gwp_kota@rajasthan.gov.in",http://gwpkota.ac.in
"Government Women Polytechnic College, Kota","Kota, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2457000, Email: gwp_kota@rajasthan.gov.in",http://gwpkota.ac.in
"Government Women Polytechnic College, Kota","Kota, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2457000, Email: gwp_kota@rajasthan.gov.in",http://gwpkota.ac.in
"Government Women Polytechnic College, Kota","Kota, Rajasthan, India",2012,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-744-2457000, Email: gwp_kota@rajasthan.gov.in",http://gwpkota.ac.in
"Government Women Polytechnic College, Sanganer","Sanganer, Jaipur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2782808, Email: gwp_sanganer@rajasthan.gov.in",http://gwp-sanganer.ac.in
"Government Women Polytechnic College, Sanganer","Sanganer, Jaipur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2782808, Email: gwp_sanganer@rajasthan.gov.in",http://gwp-sanganer.ac.in
"Government Women Polytechnic College, Sanganer","Sanganer, Jaipur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2782808, Email: gwp_sanganer@rajasthan.gov.in",http://gwp-sanganer.ac.in
"Government Women Polytechnic College, Sanganer","Sanganer, Jaipur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2782808, Email: gwp_sanganer@rajasthan.gov.in",http://gwp-sanganer.ac.in
"Government Women Polytechnic College, Sanganer","Sanganer, Jaipur, Rajasthan, India",2009,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-141-2782808, Email: gwp_sanganer@rajasthan.gov.in",http://gwp-sanganer.ac.in
"Government Women Polytechnic College, Udaipur","Udaipur, Rajasthan, India",2004,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2488789, Email: gwp_ud@rajasthan.gov.in",http://gwpudaipur.ac.in
"Government Women Polytechnic College, Udaipur","Udaipur, Rajasthan, India",2004,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2488789, Email: gwp_ud@rajasthan.gov.in",http://gwpudaipur.ac.in
"Government Women Polytechnic College, Udaipur","Udaipur, Rajasthan, India",2004,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2488789, Email: gwp_ud@rajasthan.gov.in",http://gwpudaipur.ac.in
"Government Women Polytechnic College, Udaipur","Udaipur, Rajasthan, India",2004,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2488789, Email: gwp_ud@rajasthan.gov.in",http://gwpudaipur.ac.in
"Government Women Polytechnic College, Udaipur","Udaipur, Rajasthan, India",2004,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-294-2488789, Email: gwp_ud@rajasthan.gov.in",
"Technical Training Centre (TTC), LRDC, Jodhpur","Jodhpur, Rajasthan, India",2003,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2543210, Email: ttc_jodhpur@rajasthan.gov.in",http://ttc-lrdc.ac.in
"Technical Training Centre (TTC), LRDC, Jodhpur","Jodhpur, Rajasthan, India",2003,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2543210, Email: ttc_jodhpur@rajasthan.gov.in",http://ttc-lrdc.ac.in
"Technical Training Centre (TTC), LRDC, Jodhpur","Jodhpur, Rajasthan, India",2003,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2543210, Email: ttc_jodhpur@rajasthan.gov.in",http://ttc-lrdc.ac.in
"Technical Training Centre (TTC), LRDC, Jodhpur","Jodhpur, Rajasthan, India",2003,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2543210, Email: ttc_jodhpur@rajasthan.gov.in",http://ttc-lrdc.ac.in
"Technical Training Centre (TTC), LRDC, Jodhpur","Jodhpur, Rajasthan, India",2003,"Board of Technical Education, Rajasthan",#NAME?,3 years,"Merit-based, through the Rajasthan Polytechnic Admission",None (Admission based on 10th-grade marks),Yes,"Approx. ₹3,000-₹5,000 per semester","Approx. ₹10,000-₹15,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports","Phone: +91-291-2543210, Email: ttc_jodhpur@rajasthan.gov.in",http://ttc-lrdc.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,2 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"College of Technology and Engineering (CTAE), Udaipur","Udaipur, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,Varies,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex, Research Centers","Phone: +91-294-2470832, Email: ctae_udaipur@rtu.ac.in",http://ctae.ac.in
"Engineering College, Ajmer","Ajmer, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex","Phone: +91-145-2621556, Email: ec_ajmer@rtu.ac.in",http://ecajmer.ac.in
"Engineering College, Ajmer","Ajmer, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex","Phone: +91-145-2621556, Email: ec_ajmer@rtu.ac.in",http://ecajmer.ac.in
"Engineering College, Ajmer","Ajmer, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex","Phone: +91-145-2621556, Email: ec_ajmer@rtu.ac.in",http://ecajmer.ac.in
"Engineering College, Ajmer","Ajmer, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex","Phone: +91-145-2621556, Email: ec_ajmer@rtu.ac.in",http://ecajmer.ac.in
"Engineering College, Ajmer","Ajmer, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,2 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex","Phone: +91-145-2621556, Email: ec_ajmer@rtu.ac.in",http://ecajmer.ac.in
"Engineering College, Ajmer","Ajmer, Rajasthan, India",1964,Rajasthan Technical University (RTU),#NAME?,2 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹10,000-₹20,000 per year","Approx. ₹1,00,000-₹1,50,000 per year",Campus placements available; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen, Sports Complex","Phone: +91-145-2621556, Email: ec_ajmer@rtu.ac.in",http://ecajmer.ac.in
"Faculty of Dairy Technology, Agriculture University, Jodhpur","Jodhpur, Rajasthan, India",1992,Rajasthan Agriculture University,#NAME?,4 years,"Merit-based, through university entrance exam",University entrance exams,Yes,"Approx. ₹5,000-₹10,000 per year","Approx. ₹30,000-₹40,000 per year",Good placement opportunities; dairy industry companies visit,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-291-2571234, Email: fdt_aujodhpur@rau.ac.in",http://fdt.aujodhpur.ac.in
"Faculty of Dairy Technology, Agriculture University, Jodhpur","Jodhpur, Rajasthan, India",1992,Rajasthan Agriculture University,#NAME?,2 years,"Merit-based, through university entrance exam",University entrance exams,Yes,"Approx. ₹5,000-₹10,000 per year","Approx. ₹30,000-₹40,000 per year",Good placement opportunities; dairy industry companies visit,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-291-2571234, Email: fdt_aujodhpur@rau.ac.in",http://fdt.aujodhpur.ac.in
"Faculty of Dairy Technology, Agriculture University, Jodhpur","Jodhpur, Rajasthan, India",1992,Rajasthan Agriculture University,#NAME?,Varies,"Merit-based, through university entrance exam",University entrance exams,Yes,"Approx. ₹5,000-₹10,000 per year","Approx. ₹30,000-₹40,000 per year",Good placement opportunities; dairy industry companies visit,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-291-2571234, Email: fdt_aujodhpur@rau.ac.in",http://fdt.aujodhpur.ac.in
"Government Engineering College, Banswara","Banswara, Rajasthan, India",2012,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Growing placement opportunities; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-294-2312345, Email: gec_banswara@rtu.ac.in",http://gec-banswara.ac.in
"Government Engineering College, Banswara","Banswara, Rajasthan, India",2012,Rajasthan Technical University (RTU),#NAME?,4 years,"Merit-based, through JEE Main and RTU's entrance exams","JEE Main, RTU's entrance exams",Yes,"Approx. ₹5,000-₹8,000 per year","Approx. ₹50,000-₹70,000 per year",Growing placement opportunities; companies visit annually,"Library, Laboratories, Workshops, Hostel, Canteen","Phone: +91-294-2312345, Email: gec_banswara@rtu.ac.in",http://gec-banswara.ac.in
